feature,special_case_type,special_case_reason,recommended_next_action,validation_stage,drop_now
cc_latest_status_canceled_flag,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_balance,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_credit_limit,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_credit_utilization,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_credit_utilization_capped,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_total_receivable,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_principal_receivable,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_recivable,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_total_receivable_to_limit,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_payment_current,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_payment_total,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_min_instalment,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_payment_to_balance_ratio,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_payment_to_min_inst_ratio,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_payment_less_than_min_flag,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_no_payment_with_balance_flag,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_drawing_amount,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_drawing_count,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_has_drawing_flag,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_has_atm_drawing_flag,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_has_pos_drawing_flag,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_atm_drawing_share,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_pos_drawing_share,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_dpd,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_dpd_def,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_has_dpd,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_has_dpd_def,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_dpd_30plus_flag,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_dpd_60plus_flag,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_dpd_90plus_flag,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_high_utilization_80plus_flag,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_high_utilization_100plus_flag,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_over_limit_flag,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
cc_latest_invalid_credit_limit_flag,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
FLAG_CONT_MOBILE,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_10,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_11,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_12,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_13,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_14,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_15,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_16,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_17,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_18,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_19,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_2,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_20,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_21,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
